id,ammount,transactionStatus,transactionTime,transactionCompletion,TRANSACTION_CITY
20231130212847319,5966,TRANSACTION_PENDING,2023-10-31T07:17:04.249+00:00,2023-11-02T15:43:04.249+00:00,"{'latitude': '16.08N', 'longitude': '75.32E'}"
20231130212847554,5246,TRANSACTION_SUCCESS,2023-10-31T22:01:04.249+00:00,2023-11-07T00:59:04.249+00:00,"{'latitude': '19.55N', 'longitude': '74.33E'}"
20231130212847170,9857,TRANSACTION_SUCCESS,2023-10-30T20:38:04.249+00:00,2023-11-05T07:43:04.249+00:00,"{'latitude': '20.82N', 'longitude': '72.69E'}"
20231130212847575,5234,TRANSACTION_SUCCESS,2023-10-31T19:53:04.249+00:00,2023-11-07T03:28:04.249+00:00,"{'latitude': '20.87N', 'longitude': '74.55E'}"
20231130212847885,453,TRANSACTION_SUCCESS,2023-11-01T21:35:04.249+00:00,2023-11-04T03:31:04.249+00:00,"{'latitude': '16.38N', 'longitude': '78.55E'}"
20231130212847969,6054,TRANSACTION_SUCCESS,2023-10-31T07:13:04.249+00:00,2023-11-05T08:42:04.249+00:00,"{'latitude': '16.28N', 'longitude': '78.61E'}"
20231130212847027,1285,TRANSACTION_SUCCESS,2023-11-01T12:23:04.249+00:00,2023-11-03T03:34:04.249+00:00,"{'latitude': '17.73N', 'longitude': '75.60E'}"
20231130212847116,1548,TRANSACTION_PENDING,2023-11-03T10:36:04.249+00:00,2023-11-04T07:49:04.249+00:00,"{'latitude': '20.68N', 'longitude': '72.57E'}"
20231130212847565,1060,TRANSACTION_SUCCESS,2023-11-01T00:29:04.249+00:00,2023-11-01T23:14:04.249+00:00,"{'latitude': '20.87N', 'longitude': '79.64E'}"
20231130212847754,4042,TRANSACTION_SUCCESS,2023-11-03T12:34:04.249+00:00,2023-11-03T16:57:04.249+00:00,"{'latitude': '16.81N', 'longitude': '79.80E'}"
20231130212847843,2697,TRANSACTION_SUCCESS,2023-11-04T09:40:04.249+00:00,2023-11-08T12:50:04.249+00:00,"{'latitude': '18.03N', 'longitude': '74.59E'}"
20231130212847988,3255,TRANSACTION_SUCCESS,2023-10-29T17:53:04.249+00:00,2023-11-02T13:24:04.249+00:00,"{'latitude': '21.95N', 'longitude': '78.52E'}"
20231130212847604,4971,TRANSACTION_PENDING,2023-11-02T01:28:04.249+00:00,2023-11-08T12:13:04.249+00:00,"{'latitude': '21.74N', 'longitude': '76.12E'}"
20231130212847034,4855,TRANSACTION_PENDING,2023-11-01T16:11:04.249+00:00,2023-11-05T04:23:04.249+00:00,"{'latitude': '20.54N', 'longitude': '76.31E'}"
20231130212847431,7169,TRANSACTION_SUCCESS,2023-10-29T21:55:04.249+00:00,2023-11-04T04:13:04.249+00:00,"{'latitude': '20.79N', 'longitude': '79.73E'}"
20231130212847696,1816,TRANSACTION_FAILED,2023-10-29T20:21:04.249+00:00,2023-11-01T20:40:04.249+00:00,"{'latitude': '18.64N', 'longitude': '77.49E'}"
20231130212847115,9707,TRANSACTION_SUCCESS,2023-10-31T01:10:04.249+00:00,2023-11-02T03:30:04.249+00:00,"{'latitude': '17.74N', 'longitude': '80.18E'}"
20231130212847571,3840,TRANSACTION_SUCCESS,2023-10-29T11:02:04.249+00:00,2023-11-04T23:12:04.249+00:00,"{'latitude': '18.62N', 'longitude': '74.26E'}"
20231130212847003,4737,TRANSACTION_SUCCESS,2023-11-02T10:29:04.249+00:00,2023-11-03T18:40:04.249+00:00,"{'latitude': '18.43N', 'longitude': '76.94E'}"
20231130212847359,7927,TRANSACTION_PENDING,2023-10-29T22:02:04.249+00:00,2023-10-31T17:01:04.249+00:00,"{'latitude': '21.78N', 'longitude': '73.53E'}"
20231130212847898,1864,TRANSACTION_SUCCESS,2023-10-30T04:46:04.249+00:00,2023-10-30T23:16:04.249+00:00,"{'latitude': '19.69N', 'longitude': '76.30E'}"
20231130212847780,2452,TRANSACTION_SUCCESS,2023-11-01T22:22:04.249+00:00,2023-11-03T11:30:04.249+00:00,"{'latitude': '20.32N', 'longitude': '76.67E'}"
20231130212847584,8404,TRANSACTION_SUCCESS,2023-10-31T19:32:04.249+00:00,2023-11-03T00:08:04.249+00:00,"{'latitude': '20.03N', 'longitude': '77.37E'}"
20231130212847968,7615,TRANSACTION_SUCCESS,2023-10-31T16:22:04.249+00:00,2023-11-05T21:45:04.249+00:00,"{'latitude': '17.72N', 'longitude': '80.01E'}"
20231130212847641,3033,TRANSACTION_SUCCESS,2023-11-03T12:49:04.249+00:00,2023-11-05T03:35:04.249+00:00,"{'latitude': '20.55N', 'longitude': '72.93E'}"
20231130212847374,6115,TRANSACTION_PENDING,2023-11-02T06:08:04.249+00:00,2023-11-03T06:14:04.249+00:00,"{'latitude': '21.18N', 'longitude': '75.90E'}"
20231130212847220,9499,TRANSACTION_SUCCESS,2023-10-31T22:42:04.249+00:00,2023-11-07T02:24:04.249+00:00,"{'latitude': '21.17N', 'longitude': '72.59E'}"
20231130212847068,7594,TRANSACTION_SUCCESS,2023-10-30T01:54:04.249+00:00,2023-11-04T01:00:04.249+00:00,"{'latitude': '21.00N', 'longitude': '78.23E'}"
20231130212847718,3869,TRANSACTION_SUCCESS,2023-11-04T18:26:04.249+00:00,2023-11-11T08:31:04.249+00:00,"{'latitude': '20.07N', 'longitude': '76.76E'}"
20231130212847712,1679,TRANSACTION_SUCCESS,2023-10-29T22:42:04.249+00:00,2023-11-05T05:06:04.249+00:00,"{'latitude': '16.42N', 'longitude': '73.45E'}"
20231130212847276,3997,TRANSACTION_SUCCESS,2023-11-02T12:57:04.249+00:00,2023-11-06T07:10:04.249+00:00,"{'latitude': '18.49N', 'longitude': '78.35E'}"
20231130212847893,3599,TRANSACTION_PENDING,2023-10-30T07:25:04.249+00:00,2023-11-04T17:30:04.249+00:00,"{'latitude': '21.90N', 'longitude': '77.97E'}"
20231130212847920,836,TRANSACTION_SUCCESS,2023-11-01T22:50:04.249+00:00,2023-11-05T12:29:04.249+00:00,"{'latitude': '18.71N', 'longitude': '78.89E'}"
20231130212847826,6439,TRANSACTION_PENDING,2023-11-02T21:31:04.249+00:00,2023-11-04T08:37:04.249+00:00,"{'latitude': '16.89N', 'longitude': '72.65E'}"
20231130212847825,9790,TRANSACTION_FAILED,2023-10-29T23:32:04.249+00:00,2023-10-31T09:34:04.249+00:00,"{'latitude': '19.91N', 'longitude': '79.94E'}"
20231130212847674,7289,TRANSACTION_PENDING,2023-11-04T16:40:04.249+00:00,2023-11-08T02:41:04.249+00:00,"{'latitude': '17.22N', 'longitude': '79.81E'}"
20231130212847210,3993,TRANSACTION_SUCCESS,2023-10-31T13:44:04.249+00:00,2023-11-06T05:09:04.249+00:00,"{'latitude': '16.01N', 'longitude': '74.00E'}"
20231130212847500,2806,TRANSACTION_FAILED,2023-11-01T09:42:04.249+00:00,2023-11-03T05:00:04.249+00:00,"{'latitude': '18.55N', 'longitude': '73.75E'}"
20231130212847457,235,TRANSACTION_SUCCESS,2023-10-31T18:14:04.249+00:00,2023-11-03T06:29:04.249+00:00,"{'latitude': '16.94N', 'longitude': '80.47E'}"
20231130212847082,5147,TRANSACTION_SUCCESS,2023-11-04T09:17:04.249+00:00,2023-11-07T12:36:04.249+00:00,"{'latitude': '18.07N', 'longitude': '78.97E'}"
20231130212847861,1947,TRANSACTION_SUCCESS,2023-10-30T01:29:04.249+00:00,2023-11-05T22:58:04.249+00:00,"{'latitude': '18.05N', 'longitude': '73.74E'}"
20231130212847963,3734,TRANSACTION_PENDING,2023-10-30T01:19:04.249+00:00,2023-11-01T17:28:04.249+00:00,"{'latitude': '19.02N', 'longitude': '79.31E'}"
20231130212847760,5775,TRANSACTION_SUCCESS,2023-11-01T18:01:04.249+00:00,2023-11-05T13:10:04.249+00:00,"{'latitude': '20.90N', 'longitude': '77.93E'}"
20231130212847229,6664,TRANSACTION_PENDING,2023-11-02T02:46:04.249+00:00,2023-11-08T21:35:04.249+00:00,"{'latitude': '20.09N', 'longitude': '80.10E'}"
20231130212847651,8635,TRANSACTION_SUCCESS,2023-10-31T06:29:04.249+00:00,2023-11-04T08:34:04.249+00:00,"{'latitude': '19.80N', 'longitude': '73.51E'}"
20231130212847402,6402,TRANSACTION_SUCCESS,2023-11-02T20:03:04.249+00:00,2023-11-05T00:14:04.249+00:00,"{'latitude': '21.00N', 'longitude': '76.44E'}"
20231130212847594,5549,TRANSACTION_SUCCESS,2023-11-03T14:42:04.249+00:00,2023-11-10T10:00:04.249+00:00,"{'latitude': '16.86N', 'longitude': '75.42E'}"
20231130212847781,5397,TRANSACTION_PENDING,2023-11-03T16:27:04.249+00:00,2023-11-06T06:43:04.249+00:00,"{'latitude': '21.21N', 'longitude': '76.73E'}"
20231130212847573,6584,TRANSACTION_SUCCESS,2023-11-01T21:12:04.249+00:00,2023-11-07T01:08:04.249+00:00,"{'latitude': '17.64N', 'longitude': '79.22E'}"
20231130212847668,8208,TRANSACTION_SUCCESS,2023-11-03T02:49:04.249+00:00,2023-11-08T20:00:04.249+00:00,"{'latitude': '17.03N', 'longitude': '75.44E'}"
20231130212847159,5618,TRANSACTION_FAILED,2023-11-04T19:44:04.249+00:00,2023-11-11T00:13:04.249+00:00,"{'latitude': '17.22N', 'longitude': '72.59E'}"
20231130212847510,5708,TRANSACTION_SUCCESS,2023-11-03T03:14:04.249+00:00,2023-11-07T21:12:04.249+00:00,"{'latitude': '18.39N', 'longitude': '77.86E'}"
20231130212847056,6031,TRANSACTION_SUCCESS,2023-11-01T15:09:04.249+00:00,2023-11-05T13:47:04.249+00:00,"{'latitude': '16.24N', 'longitude': '74.09E'}"
20231130212847395,143,TRANSACTION_FAILED,2023-10-29T08:06:04.249+00:00,2023-10-29T19:39:04.249+00:00,"{'latitude': '16.76N', 'longitude': '73.01E'}"
20231130212847302,7960,TRANSACTION_PENDING,2023-11-01T21:26:04.249+00:00,2023-11-04T17:10:04.249+00:00,"{'latitude': '16.29N', 'longitude': '76.46E'}"
20231130212847407,2982,TRANSACTION_SUCCESS,2023-11-02T00:48:04.249+00:00,2023-11-04T03:46:04.249+00:00,"{'latitude': '16.29N', 'longitude': '77.21E'}"
20231130212847089,6397,TRANSACTION_PENDING,2023-10-29T10:34:04.249+00:00,2023-11-01T19:11:04.249+00:00,"{'latitude': '17.63N', 'longitude': '72.66E'}"
20231130212847393,8426,TRANSACTION_PENDING,2023-10-30T19:35:04.249+00:00,2023-11-02T06:06:04.249+00:00,"{'latitude': '15.44N', 'longitude': '74.72E'}"
20231130212847795,1816,TRANSACTION_SUCCESS,2023-11-03T03:39:04.249+00:00,2023-11-05T15:22:04.249+00:00,"{'latitude': '16.76N', 'longitude': '79.13E'}"
20231130212847722,9917,TRANSACTION_FAILED,2023-11-03T09:32:04.249+00:00,2023-11-04T15:24:04.249+00:00,"{'latitude': '20.31N', 'longitude': '74.81E'}"
20231130212847955,1698,TRANSACTION_SUCCESS,2023-10-31T14:55:04.249+00:00,2023-11-05T08:32:04.249+00:00,"{'latitude': '18.71N', 'longitude': '79.90E'}"
20231130212847856,600,TRANSACTION_SUCCESS,2023-11-01T02:52:04.249+00:00,2023-11-01T09:04:04.249+00:00,"{'latitude': '15.97N', 'longitude': '76.46E'}"
20231130212847165,5043,TRANSACTION_SUCCESS,2023-11-03T20:54:04.249+00:00,2023-11-04T02:51:04.249+00:00,"{'latitude': '15.39N', 'longitude': '77.64E'}"
20231130212847147,9977,TRANSACTION_PENDING,2023-10-29T14:41:04.249+00:00,2023-11-01T11:39:04.249+00:00,"{'latitude': '21.98N', 'longitude': '77.01E'}"
20231130212847991,1953,TRANSACTION_PENDING,2023-11-02T18:25:04.249+00:00,2023-11-06T14:41:04.249+00:00,"{'latitude': '21.56N', 'longitude': '72.53E'}"
20231130212847105,7238,TRANSACTION_SUCCESS,2023-10-30T12:35:04.249+00:00,2023-11-02T06:12:04.249+00:00,"{'latitude': '16.98N', 'longitude': '79.70E'}"
20231130212847888,7594,TRANSACTION_PENDING,2023-11-04T02:50:04.249+00:00,2023-11-09T23:07:04.249+00:00,"{'latitude': '15.44N', 'longitude': '80.33E'}"
20231130212847098,1851,TRANSACTION_SUCCESS,2023-11-03T02:06:04.249+00:00,2023-11-06T18:13:04.249+00:00,"{'latitude': '19.95N', 'longitude': '78.80E'}"
20231130212847757,529,TRANSACTION_SUCCESS,2023-11-02T00:19:04.249+00:00,2023-11-03T14:58:04.249+00:00,"{'latitude': '21.50N', 'longitude': '79.56E'}"
20231130212847837,5816,TRANSACTION_SUCCESS,2023-10-31T13:34:04.249+00:00,2023-11-07T03:36:04.249+00:00,"{'latitude': '15.96N', 'longitude': '74.42E'}"
20231130212847035,995,TRANSACTION_PENDING,2023-10-30T04:13:04.249+00:00,2023-11-01T22:54:04.249+00:00,"{'latitude': '19.03N', 'longitude': '80.28E'}"
20231130212847704,9455,TRANSACTION_PENDING,2023-10-29T14:44:04.249+00:00,2023-10-31T01:14:04.249+00:00,"{'latitude': '16.12N', 'longitude': '74.61E'}"
20231130212847918,6850,TRANSACTION_PENDING,2023-11-03T06:56:04.249+00:00,2023-11-08T00:34:04.249+00:00,"{'latitude': '15.69N', 'longitude': '75.18E'}"
20231130212847154,3537,TRANSACTION_PENDING,2023-10-31T18:18:04.249+00:00,2023-11-03T01:09:04.249+00:00,"{'latitude': '15.90N', 'longitude': '78.47E'}"
20231130212847413,191,TRANSACTION_SUCCESS,2023-10-29T16:37:04.249+00:00,2023-11-04T02:46:04.249+00:00,"{'latitude': '21.70N', 'longitude': '73.98E'}"
20231130212847986,4146,TRANSACTION_PENDING,2023-11-02T21:49:04.249+00:00,2023-11-03T02:43:04.249+00:00,"{'latitude': '19.20N', 'longitude': '78.74E'}"
20231130212847020,5699,TRANSACTION_FAILED,2023-10-30T03:28:04.249+00:00,2023-10-30T15:24:04.249+00:00,"{'latitude': '18.91N', 'longitude': '75.78E'}"
20231130212847139,9150,TRANSACTION_SUCCESS,2023-11-04T09:04:04.249+00:00,2023-11-08T11:44:04.249+00:00,"{'latitude': '21.73N', 'longitude': '74.41E'}"
20231130212847218,5708,TRANSACTION_SUCCESS,2023-10-29T15:21:04.249+00:00,2023-11-01T03:55:04.249+00:00,"{'latitude': '18.32N', 'longitude': '74.63E'}"
20231130212847301,3730,TRANSACTION_FAILED,2023-11-04T03:33:04.249+00:00,2023-11-09T22:36:04.249+00:00,"{'latitude': '21.19N', 'longitude': '78.04E'}"
20231130212847526,3209,TRANSACTION_SUCCESS,2023-11-01T01:29:04.249+00:00,2023-11-05T07:34:04.249+00:00,"{'latitude': '21.79N', 'longitude': '78.64E'}"
20231130212847238,7104,TRANSACTION_SUCCESS,2023-10-29T08:38:04.249+00:00,2023-11-03T23:25:04.249+00:00,"{'latitude': '19.14N', 'longitude': '76.09E'}"
20231130212847383,2680,TRANSACTION_SUCCESS,2023-10-30T09:57:04.249+00:00,2023-11-01T10:47:04.249+00:00,"{'latitude': '20.86N', 'longitude': '76.73E'}"
20231130212847742,4311,TRANSACTION_FAILED,2023-11-02T00:32:04.249+00:00,2023-11-04T11:05:04.249+00:00,"{'latitude': '16.68N', 'longitude': '72.46E'}"
20231130212847925,116,TRANSACTION_SUCCESS,2023-10-30T11:55:04.249+00:00,2023-11-02T16:46:04.249+00:00,"{'latitude': '16.18N', 'longitude': '79.19E'}"
20231130212847430,167,TRANSACTION_SUCCESS,2023-10-31T21:51:04.249+00:00,2023-11-03T04:29:04.249+00:00,"{'latitude': '20.01N', 'longitude': '77.58E'}"
20231130212847126,7696,TRANSACTION_SUCCESS,2023-11-01T20:11:04.249+00:00,2023-11-05T07:06:04.249+00:00,"{'latitude': '16.70N', 'longitude': '77.35E'}"
20231130212847564,6755,TRANSACTION_SUCCESS,2023-11-01T19:17:04.249+00:00,2023-11-01T20:02:04.249+00:00,"{'latitude': '21.68N', 'longitude': '80.11E'}"
20231130212847741,2251,TRANSACTION_SUCCESS,2023-11-04T12:05:04.249+00:00,2023-11-05T04:35:04.249+00:00,"{'latitude': '20.61N', 'longitude': '75.58E'}"
20231130212847328,2376,TRANSACTION_SUCCESS,2023-10-31T06:58:04.249+00:00,2023-11-04T10:41:04.249+00:00,"{'latitude': '16.05N', 'longitude': '76.21E'}"
20231130212847998,305,TRANSACTION_SUCCESS,2023-11-02T02:59:04.249+00:00,2023-11-02T04:49:04.249+00:00,"{'latitude': '16.18N', 'longitude': '74.87E'}"
20231130212847863,7807,TRANSACTION_SUCCESS,2023-10-29T20:36:04.249+00:00,2023-11-03T05:56:04.249+00:00,"{'latitude': '17.72N', 'longitude': '78.81E'}"
20231130212847307,7448,TRANSACTION_FAILED,2023-11-01T05:32:04.249+00:00,2023-11-05T06:27:04.249+00:00,"{'latitude': '20.17N', 'longitude': '73.48E'}"
20231130212847935,2782,TRANSACTION_SUCCESS,2023-11-03T10:41:04.249+00:00,2023-11-04T11:13:04.249+00:00,"{'latitude': '20.63N', 'longitude': '75.73E'}"
20231130212847906,7287,TRANSACTION_SUCCESS,2023-11-04T17:31:04.249+00:00,2023-11-10T12:44:04.249+00:00,"{'latitude': '17.89N', 'longitude': '75.42E'}"
20231130212847961,1781,TRANSACTION_FAILED,2023-11-04T16:23:04.249+00:00,2023-11-07T08:26:04.249+00:00,"{'latitude': '17.56N', 'longitude': '73.29E'}"
20231130212847598,7107,TRANSACTION_SUCCESS,2023-10-30T02:49:04.249+00:00,2023-11-04T16:03:04.249+00:00,"{'latitude': '16.66N', 'longitude': '74.62E'}"
20231130212847719,7036,TRANSACTION_FAILED,2023-10-29T09:11:04.249+00:00,2023-11-04T02:17:04.249+00:00,"{'latitude': '21.52N', 'longitude': '75.86E'}"
20231130212847747,9669,TRANSACTION_SUCCESS,2023-10-29T23:58:04.249+00:00,2023-11-04T21:20:04.249+00:00,"{'latitude': '18.69N', 'longitude': '73.28E'}"
20231130212847047,3641,TRANSACTION_PENDING,2023-11-02T05:57:04.249+00:00,2023-11-03T20:55:04.249+00:00,"{'latitude': '16.08N', 'longitude': '75.32E'}"
20231130212847120,3461,TRANSACTION_SUCCESS,2023-11-02T22:23:04.249+00:00,2023-11-09T01:52:04.249+00:00,"{'latitude': '19.55N', 'longitude': '74.33E'}"
20231130212847325,1873,TRANSACTION_SUCCESS,2023-11-03T15:01:04.249+00:00,2023-11-08T12:36:04.249+00:00,"{'latitude': '20.82N', 'longitude': '72.69E'}"
20231130212847994,9633,TRANSACTION_SUCCESS,2023-11-01T01:41:04.249+00:00,2023-11-05T02:25:04.249+00:00,"{'latitude': '20.87N', 'longitude': '74.55E'}"
20231130212847202,7637,TRANSACTION_SUCCESS,2023-10-31T06:46:04.249+00:00,2023-11-02T06:47:04.249+00:00,"{'latitude': '16.38N', 'longitude': '78.55E'}"
20231130212847377,7332,TRANSACTION_PENDING,2023-11-04T12:29:04.249+00:00,2023-11-10T09:50:04.249+00:00,"{'latitude': '16.28N', 'longitude': '78.61E'}"
20231130212847567,8601,TRANSACTION_SUCCESS,2023-10-29T05:14:04.249+00:00,2023-11-04T12:06:04.249+00:00,"{'latitude': '17.73N', 'longitude': '75.60E'}"
20231130212847199,5462,TRANSACTION_SUCCESS,2023-11-03T03:39:04.249+00:00,2023-11-04T13:25:04.249+00:00,"{'latitude': '20.68N', 'longitude': '72.57E'}"
20231130212847785,7440,TRANSACTION_SUCCESS,2023-11-04T01:32:04.249+00:00,2023-11-05T13:34:04.249+00:00,"{'latitude': '20.87N', 'longitude': '79.64E'}"
20231130212847474,5114,TRANSACTION_SUCCESS,2023-11-04T20:20:04.249+00:00,2023-11-07T20:01:04.249+00:00,"{'latitude': '16.81N', 'longitude': '79.80E'}"
20231130212847524,5683,TRANSACTION_PENDING,2023-10-29T06:33:04.249+00:00,2023-11-02T05:16:04.249+00:00,"{'latitude': '18.03N', 'longitude': '74.59E'}"
20231130212847267,456,TRANSACTION_SUCCESS,2023-11-01T10:06:04.249+00:00,2023-11-07T22:20:04.249+00:00,"{'latitude': '21.95N', 'longitude': '78.52E'}"
20231130212847167,5051,TRANSACTION_SUCCESS,2023-10-31T22:53:04.249+00:00,2023-11-02T13:12:04.249+00:00,"{'latitude': '21.74N', 'longitude': '76.12E'}"
20231130212847215,2059,TRANSACTION_SUCCESS,2023-11-02T08:27:04.249+00:00,2023-11-08T06:24:04.249+00:00,"{'latitude': '20.54N', 'longitude': '76.31E'}"
20231130212847317,8469,TRANSACTION_SUCCESS,2023-10-30T04:34:04.249+00:00,2023-11-05T14:57:04.249+00:00,"{'latitude': '20.79N', 'longitude': '79.73E'}"
20231130212847531,9579,TRANSACTION_FAILED,2023-11-01T20:09:04.249+00:00,2023-11-03T21:36:04.249+00:00,"{'latitude': '18.64N', 'longitude': '77.49E'}"
20231130212847124,6163,TRANSACTION_FAILED,2023-10-30T04:37:04.249+00:00,2023-10-31T03:18:04.249+00:00,"{'latitude': '17.74N', 'longitude': '80.18E'}"
20231130212847588,4333,TRANSACTION_PENDING,2023-11-02T16:13:04.249+00:00,2023-11-08T16:55:04.249+00:00,"{'latitude': '18.62N', 'longitude': '74.26E'}"
20231130212847186,9138,TRANSACTION_SUCCESS,2023-11-03T18:14:04.249+00:00,2023-11-07T23:52:04.249+00:00,"{'latitude': '18.43N', 'longitude': '76.94E'}"
20231130212847289,6056,TRANSACTION_SUCCESS,2023-11-04T06:51:04.249+00:00,2023-11-07T10:04:04.249+00:00,"{'latitude': '21.78N', 'longitude': '73.53E'}"
20231130212847387,5757,TRANSACTION_SUCCESS,2023-10-31T11:33:04.249+00:00,2023-11-03T09:38:04.249+00:00,"{'latitude': '19.69N', 'longitude': '76.30E'}"
20231130212847207,8586,TRANSACTION_SUCCESS,2023-10-30T13:00:04.249+00:00,2023-11-04T21:13:04.249+00:00,"{'latitude': '20.32N', 'longitude': '76.67E'}"
20231130212847099,8072,TRANSACTION_PENDING,2023-11-04T15:08:04.249+00:00,2023-11-10T11:00:04.249+00:00,"{'latitude': '20.03N', 'longitude': '77.37E'}"
20231130212847224,4146,TRANSACTION_SUCCESS,2023-10-29T03:30:04.249+00:00,2023-11-04T20:43:04.249+00:00,"{'latitude': '17.72N', 'longitude': '80.01E'}"
20231130212847196,2731,TRANSACTION_SUCCESS,2023-11-03T10:35:04.249+00:00,2023-11-07T21:28:04.249+00:00,"{'latitude': '20.55N', 'longitude': '72.93E'}"
20231130212847121,6198,TRANSACTION_SUCCESS,2023-11-03T12:18:04.249+00:00,2023-11-07T06:57:04.249+00:00,"{'latitude': '21.18N', 'longitude': '75.90E'}"
20231130212847750,9700,TRANSACTION_SUCCESS,2023-11-03T22:29:04.249+00:00,2023-11-07T08:28:04.249+00:00,"{'latitude': '21.17N', 'longitude': '72.59E'}"
20231130212847507,1204,TRANSACTION_SUCCESS,2023-10-31T13:22:04.249+00:00,2023-10-31T21:37:04.249+00:00,"{'latitude': '21.00N', 'longitude': '78.23E'}"
20231130212847985,7240,TRANSACTION_PENDING,2023-11-03T05:59:04.249+00:00,2023-11-04T12:49:04.249+00:00,"{'latitude': '20.07N', 'longitude': '76.76E'}"
20231130212847714,1357,TRANSACTION_PENDING,2023-10-31T22:05:04.249+00:00,2023-11-05T18:42:04.249+00:00,"{'latitude': '16.42N', 'longitude': '73.45E'}"
20231130212847346,7708,TRANSACTION_SUCCESS,2023-10-31T10:53:04.249+00:00,2023-11-06T04:56:04.249+00:00,"{'latitude': '18.49N', 'longitude': '78.35E'}"
20231130212847789,2384,TRANSACTION_PENDING,2023-10-31T01:14:04.249+00:00,2023-11-04T01:18:04.249+00:00,"{'latitude': '21.90N', 'longitude': '77.97E'}"
20231130212847309,4659,TRANSACTION_SUCCESS,2023-11-03T13:22:04.249+00:00,2023-11-08T22:10:04.249+00:00,"{'latitude': '18.71N', 'longitude': '78.89E'}"
20231130212847203,4890,TRANSACTION_FAILED,2023-11-01T00:52:04.249+00:00,2023-11-01T10:20:04.249+00:00,"{'latitude': '16.89N', 'longitude': '72.65E'}"
20231130212847221,2287,TRANSACTION_PENDING,2023-10-29T20:48:04.249+00:00,2023-10-31T12:03:04.249+00:00,"{'latitude': '19.91N', 'longitude': '79.94E'}"
20231130212847880,8171,TRANSACTION_PENDING,2023-11-04T09:00:04.249+00:00,2023-11-11T03:22:04.249+00:00,"{'latitude': '17.22N', 'longitude': '79.81E'}"
20231130212847414,356,TRANSACTION_SUCCESS,2023-11-04T17:09:04.249+00:00,2023-11-09T19:27:04.249+00:00,"{'latitude': '16.01N', 'longitude': '74.00E'}"
20231130212847179,8761,TRANSACTION_SUCCESS,2023-11-03T04:10:04.249+00:00,2023-11-08T04:16:04.249+00:00,"{'latitude': '18.55N', 'longitude': '73.75E'}"
20231130212847995,9544,TRANSACTION_SUCCESS,2023-11-04T17:18:04.249+00:00,2023-11-09T07:26:04.249+00:00,"{'latitude': '16.94N', 'longitude': '80.47E'}"
20231130212847373,6720,TRANSACTION_SUCCESS,2023-11-02T22:20:04.249+00:00,2023-11-03T20:30:04.249+00:00,"{'latitude': '18.07N', 'longitude': '78.97E'}"
20231130212847559,9188,TRANSACTION_PENDING,2023-11-01T03:56:04.249+00:00,2023-11-03T00:12:04.249+00:00,"{'latitude': '18.05N', 'longitude': '73.74E'}"
20231130212847841,6312,TRANSACTION_SUCCESS,2023-11-01T19:47:04.249+00:00,2023-11-03T07:25:04.249+00:00,"{'latitude': '19.02N', 'longitude': '79.31E'}"
20231130212847502,2846,TRANSACTION_PENDING,2023-11-01T07:46:04.249+00:00,2023-11-01T08:57:04.249+00:00,"{'latitude': '20.90N', 'longitude': '77.93E'}"
20231130212847586,7620,TRANSACTION_SUCCESS,2023-11-04T06:28:04.249+00:00,2023-11-04T23:04:04.249+00:00,"{'latitude': '20.09N', 'longitude': '80.10E'}"
20231130212847364,4260,TRANSACTION_SUCCESS,2023-11-01T01:48:04.249+00:00,2023-11-05T07:25:04.249+00:00,"{'latitude': '19.80N', 'longitude': '73.51E'}"
20231130212847613,3607,TRANSACTION_FAILED,2023-11-03T08:28:04.249+00:00,2023-11-07T10:59:04.249+00:00,"{'latitude': '21.00N', 'longitude': '76.44E'}"
20231130212847690,1479,TRANSACTION_FAILED,2023-11-02T21:01:04.249+00:00,2023-11-04T03:32:04.249+00:00,"{'latitude': '16.86N', 'longitude': '75.42E'}"
20231130212847299,5525,TRANSACTION_SUCCESS,2023-11-04T19:53:04.249+00:00,2023-11-08T23:57:04.249+00:00,"{'latitude': '21.21N', 'longitude': '76.73E'}"
20231130212847046,327,TRANSACTION_SUCCESS,2023-11-02T16:21:04.249+00:00,2023-11-05T15:19:04.249+00:00,"{'latitude': '17.64N', 'longitude': '79.22E'}"
20231130212847716,242,TRANSACTION_SUCCESS,2023-10-29T18:20:04.249+00:00,2023-11-04T00:36:04.249+00:00,"{'latitude': '17.03N', 'longitude': '75.44E'}"
20231130212847629,9517,TRANSACTION_PENDING,2023-11-02T23:03:04.249+00:00,2023-11-04T09:12:04.249+00:00,"{'latitude': '17.22N', 'longitude': '72.59E'}"
20231130212847454,5175,TRANSACTION_SUCCESS,2023-11-03T22:42:04.249+00:00,2023-11-04T21:36:04.249+00:00,"{'latitude': '18.39N', 'longitude': '77.86E'}"
20231130212847070,9548,TRANSACTION_SUCCESS,2023-10-30T18:07:04.249+00:00,2023-11-06T03:53:04.249+00:00,"{'latitude': '16.24N', 'longitude': '74.09E'}"
20231130212847776,5433,TRANSACTION_SUCCESS,2023-10-30T06:13:04.249+00:00,2023-11-01T12:15:04.249+00:00,"{'latitude': '16.76N', 'longitude': '73.01E'}"
20231130212847533,7743,TRANSACTION_PENDING,2023-11-01T14:53:04.249+00:00,2023-11-08T08:50:04.249+00:00,"{'latitude': '16.29N', 'longitude': '76.46E'}"
